,pH,sulphates,alcohol,quality,pH_cat,alcohol_cat,alcohol_kmeans,sulphates_cat
1525,3.33,0.64,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1526,3.3,0.65,9.6,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1527,3.29,0.66,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1528,3.31,0.67,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1529,3.42,0.6,10.2,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1530,3.42,0.69,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1531,3.6,0.66,10.2,5,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1532,3.21,0.68,9.9,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1533,3.39,0.61,9.0,5,"(3.216, 3.394]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1534,3.42,0.62,11.7,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1535,3.36,0.59,9.7,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1536,3.6,0.68,10.3,6,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1537,3.5,0.64,10.2,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1538,3.57,0.63,12.0,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1539,3.46,0.78,9.9,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1540,3.56,0.63,11.6,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1541,3.4,0.76,10.9,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1542,3.3,0.56,10.75,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1543,3.25,0.57,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1544,3.17,0.81,11.2,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1545,3.36,0.64,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1546,3.36,0.61,10.2,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1547,3.55,0.51,12.1,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1548,3.1,0.58,10.4,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1549,3.24,0.7,11.4,8,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1550,3.45,0.53,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1551,3.44,0.54,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1552,3.51,0.66,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1553,3.41,0.6,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1554,3.54,0.6,11.0,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1555,3.44,0.68,10.55,7,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1556,3.53,0.56,9.9,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1557,3.54,0.6,11.0,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1558,3.22,0.56,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1559,3.21,0.52,9.9,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1560,3.21,0.52,9.9,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1561,3.21,0.52,9.9,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1562,3.29,0.54,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1563,3.29,0.54,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1564,3.29,0.54,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1565,3.39,0.82,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1566,3.34,0.71,11.2,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1567,3.29,0.54,10.1,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1568,3.34,0.59,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1569,3.48,0.57,11.5,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1570,3.37,0.93,12.4,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.842, 0.945]"
1571,3.44,0.65,11.1,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1572,3.33,0.51,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1573,3.58,0.67,12.5,6,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1574,3.39,0.48,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1575,3.26,0.64,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1576,3.3,0.78,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1577,3.54,0.6,11.9,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1578,3.42,0.67,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1579,3.54,0.6,11.3,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1580,3.36,0.6,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1581,3.54,0.6,11.3,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1582,3.57,0.5,11.9,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1583,3.33,0.62,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1584,3.29,0.8,11.6,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1585,3.3,0.84,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1586,3.34,0.85,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
1587,3.55,0.66,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1588,3.27,0.78,12.8,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1589,3.29,0.54,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1590,3.32,0.82,11.6,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1591,3.67,0.56,11.6,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1592,3.42,0.75,11.0,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1593,3.42,0.82,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.74, 0.842]"
1594,3.45,0.58,10.5,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1595,3.52,0.76,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1596,3.42,0.75,11.0,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1597,3.57,0.71,10.2,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1598,3.39,0.66,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
